enable,type,uri,num-sources,gpu-id,nvbuf-memory-type
1,3,rtsp://210.99.70.120:1935/live/cctv051.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv052.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv053.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv054.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv055.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv056.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv057.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv058.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv059.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv060.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv061.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv062.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv063.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv064.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv065.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv066.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv067.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv068.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv069.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv070.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv071.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv072.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv073.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv074.stream,1,0,0
1,3,rtsp://210.99.70.120:1935/live/cctv075.stream,1,0,0
